timestamp,zone,object,confidence
2026-09-01T14:29:54.005845,zone_2,person,0.68
2026-09-01T14:29:54.158280,zone_2,cell phone,0.7
2026-09-01T14:29:54.485527,zone_1,cell phone,0.87
2026-09-01T14:29:55.577376,zone_1,person,0.76
2026-09-01T14:29:57.338438,zone_1,book,0.75
2026-09-01T14:29:57.664593,zone_1,tv,0.64
2026-09-01T14:29:58.580070,zone_2,person,0.62
2026-09-01T14:30:00.338624,zone_2,cell phone,0.63
2026-09-01T14:30:00.559473,zone_1,person,0.62
2026-09-01T14:30:01.649840,zone_2,person,0.65
2026-09-01T14:30:03.586483,zone_1,person,0.62
2026-09-01T14:30:04.920268,zone_1,tv,0.69
2026-09-01T14:30:05.152110,zone_2,person,0.62
2026-09-01T14:30:07.491561,zone_2,cell phone,0.74
2026-09-01T14:30:07.616271,zone_1,cell phone,0.78
2026-09-01T14:30:07.667792,zone_1,book,0.84
2026-09-01T14:30:08.166121,zone_2,person,0.69
2026-09-01T14:30:08.961597,zone_1,person,0.82
2026-09-01T14:30:09.483806,zone_1,bird,0.64
2026-09-01T14:30:12.227998,zone_2,cat,0.64
2026-09-01T14:30:15.353286,zone_2,book,0.62
2026-09-01T14:30:15.618437,zone_1,book,0.71
2026-09-01T14:30:16.260662,zone_1,toothbrush,0.62
2026-09-01T14:30:17.024119,zone_1,person,0.69
2026-09-01T14:30:17.810456,zone_2,cat,0.65
2026-09-01T14:30:18.811558,zone_2,person,0.63
2026-09-01T14:30:19.470075,zone_1,microwave,0.63
2026-09-01T14:30:19.522082,zone_2,laptop,0.69
2026-09-01T14:30:19.523080,zone_1,tv,0.62
2026-09-01T14:30:21.856668,zone_2,person,0.92
2026-09-01T14:30:22.601721,zone_1,tv,0.63
2026-09-02T15:51:27.437331,zone_2,person,0.88,real
2026-09-02T15:51:27.535241,zone_1,person,0.66,real
2026-09-02T15:51:28.178667,zone_2,cell phone,0.75,real
2026-09-02T15:51:30.699544,zone_2,person,0.88,real
2026-09-02T15:51:30.714535,zone_1,person,0.77,real
2026-09-02T15:51:33.508607,zone_2,cell phone,0.62,real
2026-09-02T15:51:33.741162,zone_2,person,0.89,real
2026-09-02T15:51:33.747157,zone_1,person,0.74,real
2026-09-02T15:51:36.841361,zone_2,person,0.87,real
2026-09-02T15:51:36.851470,zone_1,person,0.73,real
2026-09-02T15:51:39.918589,zone_2,person,0.87,real
2026-09-02T15:51:39.929590,zone_1,person,0.67,real
2026-09-02T15:51:43.010129,zone_2,person,0.86,real
2026-09-02T15:51:43.022654,zone_1,person,0.71,real
2026-09-02T15:51:45.238858,zone_2,laptop,0.72,real
2026-09-02T15:51:46.030801,zone_2,person,0.87,real
2026-09-02T15:51:46.039800,zone_1,person,0.7,real
2026-09-02T15:51:48.167488,zone_2,tie,0.68,real
2026-09-02T15:51:49.045917,zone_2,person,0.87,real
2026-09-02T15:51:49.055916,zone_1,person,0.71,real
2026-09-02T15:51:50.507716,zone_2,cell phone,0.63,real
2026-09-02T15:51:52.163433,zone_2,person,0.89,real
2026-09-02T15:51:52.180840,zone_1,person,0.75,real
2026-09-02T15:51:55.379216,zone_1,person,0.9,real
2026-09-02T15:51:55.395211,zone_2,person,0.62,real
2026-09-02T15:51:58.568490,zone_2,person,0.89,real
2026-09-02T15:51:58.581489,zone_1,person,0.79,real
2026-09-02T15:52:01.816037,zone_1,person,0.9,real
2026-09-02T15:52:02.431331,zone_2,person,0.9,real
2026-09-02T15:52:05.092920,zone_1,person,0.89,real
2026-09-02T15:52:05.703181,zone_2,person,0.62,real
2026-09-02T15:52:08.369002,zone_1,person,0.9,real
2026-09-02T15:52:08.981343,zone_2,person,0.62,real
2026-09-02T15:52:11.546536,zone_1,person,0.89,real
2026-09-02T15:52:12.239395,zone_2,person,0.9,real
2026-09-02T16:26:35.277744,zone_2,person,0.91,real
2026-09-02T16:26:35.330285,zone_1,person,0.87,real
2026-09-02T16:26:38.323451,zone_2,person,0.81,real
2026-09-02T16:26:38.335451,zone_2,remote,0.65,real
2026-09-02T16:26:38.422157,zone_1,person,0.87,real
2026-09-02T16:26:39.127893,zone_1,baseball glove,0.68,real
2026-09-02T16:26:41.371754,zone_2,person,0.81,real
2026-09-02T16:26:41.930356,zone_1,person,0.72,real
2026-09-02T16:26:44.538435,zone_2,person,0.86,real
2026-09-02T16:26:45.175653,zone_1,person,0.69,real
2026-09-02T16:26:47.762369,zone_2,person,0.76,real
2026-09-02T16:26:50.897508,zone_2,person,0.82,real
2026-09-02T16:26:52.418336,zone_1,person,0.66,real
2026-09-02T16:26:53.964131,zone_2,person,0.82,real
2026-09-02T16:26:57.011272,zone_2,person,0.82,real
2026-09-02T16:27:00.073884,zone_2,person,0.81,real
2026-09-02T16:27:03.350098,zone_2,person,0.78,real
2026-09-02T16:27:06.394881,zone_2,person,0.8,real
2026-09-02T16:27:09.571681,zone_2,person,0.83,real
2026-09-02T16:27:12.608463,zone_2,person,0.83,real
2026-09-02T16:27:15.609368,zone_2,person,0.82,real
2026-09-02T16:27:19.192049,zone_2,cat,0.65,real
2026-09-02T16:27:20.100358,zone_2,person,0.83,real
2026-09-02T16:27:23.127404,zone_2,person,0.73,real
2026-09-02T16:27:26.144891,zone_1,person,0.87,real
2026-09-02T16:27:26.162948,zone_2,person,0.73,real
2026-09-02T16:27:29.367683,zone_1,person,0.94,real
2026-09-02T16:27:29.387836,zone_2,person,0.75,real
2026-09-02T16:27:32.581916,zone_1,person,0.91,real
2026-09-02T16:27:32.598035,zone_2,person,0.71,real
2026-09-02T16:27:35.590731,zone_1,person,0.95,real
2026-09-02T16:27:35.609404,zone_2,person,0.8,real
2026-09-02T16:27:38.694128,zone_1,person,0.95,real
2026-09-02T16:27:38.713504,zone_2,person,0.78,real
2026-09-02T16:27:41.813918,zone_1,person,0.89,real
2026-09-02T16:27:41.832813,zone_2,person,0.86,real
2026-09-02T16:27:44.950367,zone_1,person,0.88,real
2026-09-02T16:27:44.971511,zone_2,person,0.86,real
2026-09-02T16:27:47.996685,zone_1,person,0.93,real
2026-09-02T16:27:48.012687,zone_2,person,0.86,real
2026-09-02T16:27:51.003512,zone_1,person,0.93,real
2026-09-02T16:27:51.023109,zone_2,person,0.84,real
2026-09-02T16:27:54.060457,zone_1,person,0.94,real
2026-09-02T16:27:54.082068,zone_2,person,0.82,real
2026-09-02T16:27:57.359909,zone_1,person,0.92,real
2026-09-02T16:27:57.380697,zone_2,person,0.87,real
2026-09-02T16:28:00.368905,zone_1,person,0.89,real
2026-09-02T16:28:00.385616,zone_2,person,0.88,real
2026-09-02T16:28:03.263744,zone_1,cat,0.71,real
2026-09-02T16:28:03.576580,zone_1,person,0.91,real
2026-09-02T16:28:03.593562,zone_2,person,0.86,real
2026-09-02T16:28:06.794611,zone_1,person,0.91,real
2026-09-02T16:28:06.811970,zone_2,person,0.8,real
2026-09-02T16:28:10.020976,zone_1,person,0.96,real
2026-09-02T16:28:10.042439,zone_2,person,0.86,real
2026-09-02T16:28:13.262424,zone_1,person,0.94,real
2026-09-02T16:28:13.279675,zone_2,person,0.85,real
2026-09-02T16:28:16.315643,zone_1,person,0.94,real
2026-09-02T16:28:16.333689,zone_2,person,0.87,real
2026-09-02T16:28:19.393038,zone_1,person,0.94,real
2026-09-02T16:28:19.409798,zone_2,person,0.82,real
2026-09-02T16:28:22.487677,zone_1,person,0.93,real
2026-09-02T16:28:22.505641,zone_2,person,0.81,real
2026-09-02T16:28:25.501137,zone_1,person,0.93,real
2026-09-02T16:28:25.516068,zone_2,person,0.83,real
2026-09-02T16:28:28.781037,zone_1,person,0.95,real
2026-09-02T16:28:28.799974,zone_2,person,0.82,real
2026-09-02T16:28:31.818925,zone_1,person,0.9,real
2026-09-02T16:28:31.834954,zone_2,person,0.8,real
2026-09-02T16:28:34.843491,zone_1,person,0.9,real
2026-09-02T16:28:34.860495,zone_2,person,0.82,real
2026-09-02T16:28:38.125665,zone_2,person,0.83,real
2026-09-02T16:28:38.142785,zone_1,person,0.71,real
2026-09-02T16:28:41.263519,zone_1,person,0.88,real
2026-09-02T16:28:41.279715,zone_2,person,0.83,real
2026-09-02T16:28:44.627451,zone_1,person,0.95,real
2026-09-02T16:28:44.668162,zone_2,person,0.82,real
2026-09-02T16:28:48.227897,zone_1,person,0.94,real
2026-09-02T16:28:48.264628,zone_2,person,0.82,real
2026-09-02T16:28:51.305065,zone_1,person,0.9,real
2026-09-02T16:28:51.323841,zone_2,person,0.81,real
2026-09-02T16:28:54.582817,zone_1,person,0.92,real
2026-09-02T16:28:54.602279,zone_2,person,0.82,real
2026-09-02T16:28:57.722291,zone_1,person,0.93,real
2026-09-02T16:28:57.737749,zone_2,person,0.83,real
2026-09-02T16:29:00.906243,zone_1,person,0.96,real
2026-09-02T16:29:00.923985,zone_2,person,0.84,real
2026-09-02T16:29:03.984418,zone_1,person,0.95,real
2026-09-02T16:29:04.004427,zone_2,person,0.83,real
2026-09-02T16:29:07.177856,zone_1,person,0.95,real
2026-09-02T16:29:07.192842,zone_2,person,0.85,real
2026-09-02T16:29:10.439491,zone_1,person,0.89,real
2026-09-02T16:29:10.459495,zone_2,person,0.87,real
2026-09-02T16:29:13.575096,zone_1,person,0.91,real
2026-09-02T16:29:13.586623,zone_2,person,0.9,real
2026-09-02T16:29:16.650959,zone_1,person,0.9,real
2026-09-02T16:29:16.667639,zone_2,person,0.89,real
2026-09-02T16:29:19.719967,zone_1,person,0.9,real
2026-09-02T16:29:19.738984,zone_2,person,0.87,real
2026-09-02T16:29:22.794258,zone_1,person,0.94,real
2026-09-02T16:29:22.807993,zone_2,person,0.75,real
2026-09-02T16:29:25.810234,zone_1,person,0.93,real
2026-09-02T16:29:25.828389,zone_2,person,0.86,real
2026-09-02T16:29:28.846736,zone_1,person,0.96,real
2026-09-02T16:29:29.147176,zone_2,person,0.75,real
2026-09-02T16:29:32.105959,zone_1,person,0.92,real
2026-09-02T16:29:32.413639,zone_2,person,0.77,real
2026-09-02T16:29:35.112777,zone_1,person,0.96,real
2026-09-02T16:29:35.429822,zone_2,person,0.78,real
2026-09-02T16:29:38.130999,zone_1,person,0.94,real
2026-09-02T16:29:38.440617,zone_2,person,0.79,real
2026-09-02T16:29:41.356692,zone_1,person,0.94,real
2026-09-02T16:29:41.670978,zone_2,person,0.8,real
2026-09-02T16:29:44.590476,zone_1,person,0.95,real
2026-09-02T16:29:44.901352,zone_2,person,0.84,real
2026-09-02T16:29:47.760103,zone_1,person,0.95,real
2026-09-02T16:29:48.065563,zone_2,person,0.82,real
2026-09-02T16:29:50.999618,zone_1,person,0.94,real
2026-09-02T16:29:51.302986,zone_2,person,0.83,real
2026-09-02T16:29:54.235621,zone_1,person,0.96,real
2026-09-02T16:29:55.373203,zone_2,person,0.68,real
2026-09-02T16:29:57.386168,zone_1,person,0.94,real
2026-09-02T16:29:58.623359,zone_2,person,0.82,real
2026-09-02T16:30:00.470163,zone_1,person,0.95,real
2026-09-02T16:30:01.652831,zone_2,person,0.87,real
2026-09-02T16:30:03.734434,zone_1,person,0.97,real
2026-09-02T16:30:05.036674,zone_2,person,0.88,real
2026-09-02T16:30:06.796789,zone_1,person,0.96,real
2026-09-02T16:30:08.279468,zone_2,person,0.87,real
2026-09-02T16:30:10.064393,zone_1,person,0.96,real
2026-09-02T16:30:11.534086,zone_2,person,0.88,real
2026-09-02T16:30:13.285960,zone_1,person,0.94,real
2026-09-02T16:30:14.755406,zone_2,person,0.88,real
2026-09-02T16:30:16.538092,zone_1,person,0.93,real
2026-09-02T16:30:18.035257,zone_2,person,0.89,real
2026-09-02T16:30:19.720327,zone_1,person,0.94,real
2026-09-02T16:30:21.199470,zone_2,person,0.9,real
2026-09-02T16:30:22.964536,zone_1,person,0.96,real
2026-09-02T16:30:24.457100,zone_2,person,0.89,real
2026-09-02T16:30:26.010304,zone_1,person,0.96,real
2026-09-02T16:30:27.904130,zone_2,person,0.87,real
2026-09-02T16:30:29.180379,zone_1,person,0.95,real
2026-09-02T16:30:30.973212,zone_2,person,0.89,real
2026-09-02T16:30:32.439241,zone_1,person,0.97,real
2026-09-02T16:30:34.202271,zone_2,person,0.89,real
2026-09-02T16:30:35.664003,zone_1,person,0.97,real
2026-09-02T16:30:37.482999,zone_2,person,0.89,real
2026-09-02T16:30:38.951274,zone_1,person,0.96,real
2026-09-02T16:30:40.722439,zone_2,person,0.88,real
2026-09-02T16:30:42.192847,zone_1,person,0.95,real
2026-09-02T16:30:43.922654,zone_2,person,0.89,real
2026-09-02T16:30:45.393289,zone_1,person,0.96,real
2026-09-02T16:30:47.324996,zone_2,person,0.82,real
2026-09-02T16:30:48.453761,zone_1,person,0.96,real
2026-09-02T16:30:50.457664,zone_2,person,0.81,real
2026-09-02T16:30:51.638302,zone_1,person,0.96,real
2026-09-02T16:30:53.508844,zone_2,person,0.64,real
2026-09-02T16:30:54.674532,zone_1,person,0.94,real
2026-09-02T16:30:57.889218,zone_1,person,0.93,real
2026-09-02T16:31:01.087253,zone_1,person,0.92,real
2026-09-02T16:31:04.322475,zone_1,person,0.94,real
2026-09-02T16:31:07.464074,zone_1,person,0.92,real
2026-09-02T16:31:10.665651,zone_1,person,0.92,real
2026-09-02T16:31:13.939466,zone_1,person,0.94,real
2026-09-02T16:31:14.530044,zone_2,person,0.73,real
2026-09-02T16:31:17.199647,zone_1,person,0.94,real
2026-09-02T16:31:20.467646,zone_1,person,0.94,real
2026-09-02T16:31:23.481198,zone_1,person,0.93,real
2026-09-02T16:31:24.093209,zone_2,person,0.7,real
2026-09-02T16:31:26.587287,zone_1,person,0.93,real
2026-09-02T16:31:29.803735,zone_1,person,0.94,real
2026-09-02T16:31:33.019304,zone_1,person,0.93,real
2026-09-02T16:31:36.071771,zone_1,person,0.91,real
2026-09-02T16:31:39.160362,zone_1,person,0.92,real
2026-09-02T16:31:42.269835,zone_1,person,0.92,real
2026-09-02T16:31:45.486567,zone_1,person,0.91,real
2026-09-02T16:31:48.698122,zone_1,person,0.96,real
2026-09-02T16:31:50.490690,zone_2,person,0.92,real
2026-09-02T16:31:51.961381,zone_1,person,0.85,real
2026-09-08T15:11:46.448648,zone_1,person,0.92,real
2026-09-08T15:18:09.652590,zone_1,person,0.94,real
2026-09-08T15:48:50.888710,zone_2,person,0.89,real
2026-09-08T15:48:51.045152,zone_1,laptop,0.86,real
2026-09-08T15:48:51.064678,zone_1,person,0.79,real
2026-09-08T15:48:51.560947,zone_2,laptop,0.62,real
2026-09-08T15:48:53.900140,zone_2,person,0.85,real
2026-09-08T15:48:54.131676,zone_1,person,0.85,real
2026-09-08T15:48:54.155220,zone_1,laptop,0.83,real
2026-09-08T15:48:54.600264,zone_2,laptop,0.67,real
2026-09-08T15:48:56.293160,zone_2,chair,0.72,real
2026-09-08T15:48:56.993233,zone_2,person,0.9,real
2026-09-08T15:48:57.136219,zone_1,person,0.89,real
2026-09-08T15:48:57.159226,zone_1,laptop,0.85,real
2026-09-08T15:49:00.079804,zone_2,person,0.91,real
2026-09-08T15:49:00.100803,zone_2,laptop,0.61,real
2026-09-08T15:49:00.314273,zone_1,laptop,0.9,real
2026-09-08T15:49:00.336273,zone_1,person,0.84,real
2026-09-08T15:49:03.302930,zone_2,person,0.91,real
2026-09-08T15:49:03.326943,zone_1,laptop,0.81,real
2026-09-08T15:49:03.348720,zone_1,person,0.71,real
2026-09-08T15:49:05.357071,zone_2,laptop,0.63,real
2026-09-08T15:49:06.344242,zone_2,person,0.91,real
2026-09-08T15:49:06.364250,zone_1,laptop,0.89,real
2026-09-08T15:49:06.383772,zone_1,person,0.81,real
2026-09-08T15:49:08.879596,zone_2,laptop,0.62,real
2026-09-08T15:49:09.501881,zone_2,person,0.9,real
2026-09-08T15:49:09.524880,zone_1,laptop,0.75,real
2026-09-08T15:49:10.373273,zone_1,person,0.68,real
2026-09-08T15:49:12.644997,zone_2,person,0.9,real
2026-09-08T15:49:12.666005,zone_1,laptop,0.86,real
2026-09-08T15:49:13.408133,zone_1,person,0.77,real
2026-09-08T15:49:17.205118,zone_2,person,0.87,real
2026-09-08T15:49:17.226117,zone_1,laptop,0.86,real
2026-09-08T15:49:17.244118,zone_1,person,0.63,real
2026-09-08T15:49:20.286074,zone_2,person,0.88,real
2026-09-08T15:49:20.307090,zone_1,laptop,0.84,real
2026-09-08T15:49:20.324084,zone_1,person,0.84,real
2026-09-08T15:49:23.334794,zone_1,person,0.88,real
2026-09-08T15:49:23.358779,zone_1,laptop,0.79,real
2026-09-08T15:49:23.376788,zone_2,person,0.76,real
2026-09-08T15:49:24.130183,zone_2,laptop,0.79,real
2026-09-08T15:49:24.482154,zone_2,cell phone,0.66,real
2026-09-08T15:49:26.423407,zone_1,person,0.89,real
2026-09-08T15:49:26.445404,zone_2,person,0.89,real
2026-09-08T15:49:26.462399,zone_1,laptop,0.81,real
2026-09-08T15:49:29.433199,zone_1,person,0.87,real
2026-09-08T15:49:29.628276,zone_1,laptop,0.9,real
2026-09-08T15:49:29.651276,zone_2,person,0.89,real
2026-09-08T15:49:31.760026,zone_2,laptop,0.68,real
2026-09-08T15:49:32.562533,zone_1,person,0.85,real
2026-09-08T15:49:32.767796,zone_2,person,0.91,real
2026-09-08T15:49:32.788855,zone_1,laptop,0.85,real
2026-09-08T15:49:34.087778,zone_2,chair,0.62,real
2026-09-08T15:49:35.590858,zone_1,person,0.86,real
2026-09-08T15:49:35.774105,zone_2,person,0.89,real
2026-09-08T15:49:35.794115,zone_1,laptop,0.8,real
2026-09-08T15:49:35.961073,zone_2,laptop,0.71,real
2026-09-08T15:49:36.101664,zone_1,cell phone,0.61,real
2026-09-08T15:49:38.595596,zone_1,person,0.89,real
2026-09-08T15:49:38.851033,zone_1,laptop,0.87,real
2026-09-08T15:49:38.869366,zone_2,person,0.86,real
2026-09-08T15:49:39.398100,zone_2,cell phone,0.85,real
2026-09-08T15:49:39.585552,zone_1,cell phone,0.88,real
2026-09-08T15:49:39.914377,zone_2,laptop,0.68,real
2026-09-08T15:49:41.699320,zone_1,person,0.87,real
2026-09-08T15:49:41.901529,zone_1,laptop,0.88,real
2026-09-08T15:49:41.922836,zone_2,person,0.67,real
2026-09-08T15:49:42.715096,zone_1,cell phone,0.82,real
2026-09-08T15:49:43.035675,zone_2,laptop,0.74,real
2026-09-08T15:49:44.858149,zone_1,person,0.84,real
2026-09-08T15:49:45.056094,zone_2,person,0.8,real
2026-09-08T15:49:45.852529,zone_1,cell phone,0.93,real
2026-09-08T15:49:46.825081,zone_1,laptop,0.78,real
2026-09-08T15:49:47.988067,zone_1,person,0.85,real
2026-09-08T15:49:48.164160,zone_2,person,0.9,real
2026-09-08T15:49:50.678210,zone_1,cell phone,0.69,real
2026-09-08T15:49:50.998647,zone_1,person,0.86,real
2026-09-08T15:49:51.018191,zone_2,chair,0.61,real
