timestamp,zone,object,confidence
2026-09-01T14:29:54.005845,zone_2,person,0.68
2026-09-01T14:29:54.158280,zone_2,cell phone,0.7
2026-09-01T14:29:54.485527,zone_1,cell phone,0.87
2026-09-01T14:29:55.577376,zone_1,person,0.76
2026-09-01T14:29:57.338438,zone_1,book,0.75
2026-09-01T14:29:57.664593,zone_1,tv,0.64
2026-09-01T14:29:58.580070,zone_2,person,0.62
2026-09-01T14:30:00.338624,zone_2,cell phone,0.63
2026-09-01T14:30:00.559473,zone_1,person,0.62
2026-09-01T14:30:01.649840,zone_2,person,0.65
2026-09-01T14:30:03.586483,zone_1,person,0.62
2026-09-01T14:30:04.920268,zone_1,tv,0.69
2026-09-01T14:30:05.152110,zone_2,person,0.62
2026-09-01T14:30:07.491561,zone_2,cell phone,0.74
2026-09-01T14:30:07.616271,zone_1,cell phone,0.78
2026-09-01T14:30:07.667792,zone_1,book,0.84
2026-09-01T14:30:08.166121,zone_2,person,0.69
2026-09-01T14:30:08.961597,zone_1,person,0.82
2026-09-01T14:30:09.483806,zone_1,bird,0.64
2026-09-01T14:30:12.227998,zone_2,cat,0.64
2026-09-01T14:30:15.353286,zone_2,book,0.62
2026-09-01T14:30:15.618437,zone_1,book,0.71
2026-09-01T14:30:16.260662,zone_1,toothbrush,0.62
2026-09-01T14:30:17.024119,zone_1,person,0.69
2026-09-01T14:30:17.810456,zone_2,cat,0.65
2026-09-01T14:30:18.811558,zone_2,person,0.63
2026-09-01T14:30:19.470075,zone_1,microwave,0.63
2026-09-01T14:30:19.522082,zone_2,laptop,0.69
2026-09-01T14:30:19.523080,zone_1,tv,0.62
2026-09-01T14:30:21.856668,zone_2,person,0.92
2026-09-01T14:30:22.601721,zone_1,tv,0.63
